Q1,NumTheaters,ProductionBudget,Q2,Nom,G,Title,Oscar,PG13,NC17,ReleaseDate,ReleaseLength,R,PG,Q4,Win,Rating,Unrated,Runtime,Q3,TotalBoxOffice
1,1611,15000000,0,0,0,Running Scared,0,0,0,"February 24, 2006",42,1,0,0,0,R,0,110,0,6855137
0,59,10200000,1,0,0,Krrish,0,0,0,"June 30, 2006",7,0,0,0,0,Unrated,1,154,0,1430721
0,3261,100000000,0,0,0,Unstoppable,0,1,0,"November 12, 2010",119,0,0,1,0,PG-13,0,98,0,81562942
1,678,30000000,0,0,0,The Way Back,0,1,0,"January 21, 2011",42,0,0,0,0,PG-13,0,119,0,2701859
0,3024,60000000,1,0,0,Year One,0,1,0,"June 19, 2009",63,0,0,0,0,PG-13,0,100,0,43337279
0,115,26000000,0,0,0,Little Children,0,0,0,"October 6, 2006",189,1,0,1,0,R,0,130,0,5463019
0,68,4300000,1,0,0,The Double Hour,0,0,0,"April 15, 2011",133,0,0,0,0,Unrated,1,95,0,1514942
0,2503,20000000,1,0,0,Kung Fu Hustle,0,0,0,"April 8, 2005",133,1,0,0,0,R,0,95,0,17108591
0,3008,75000000,0,0,0,Funny People,0,0,0,"July 31, 2009",49,1,0,0,0,R,0,136,1,51855045
1,2605,13000000,0,0,0,The Butterfly Effect,0,0,0,"January 23, 2004",119,1,0,0,0,R,0,114,0,57938693
1,3043,30000000,0,0,0,Unknown,0,1,0,"February 18, 2011",84,0,0,0,0,PG-13,0,109,0,63686397
0,3626,90000000,0,0,0,Sherlock Holmes,0,1,0,"December 25, 2009",126,0,0,1,0,PG-13,0,134,0,209028679
1,3801,135000000,0,0,0,Home (2015),0,0,0,"March 27, 2015",168,0,1,0,0,PG,0,94,0,177397510
0,3213,50000000,1,0,0,Marmaduke,0,0,0,"June 4, 2010",105,0,1,0,0,PG,0,87,0,33644788
1,1133,10000000,0,0,0,Run Fat Boy Run,0,1,0,"March 28, 2008",56,0,0,0,0,PG-13,0,100,0,6003262
0,354,7000000,0,0,0,A Single Man,0,0,0,"December 11, 2009",140,1,0,1,0,R,0,99,0,9176000
0,3133,18000000,0,0,0,Fame (2009),0,0,0,"September 25, 2009",77,0,1,0,0,PG,0,107,1,22455510
0,2439,30000000,0,0,0,Step Up 3-D,0,1,0,"August 6, 2010",91,0,0,0,0,PG-13,0,97,1,42400223
0,2777,30000000,0,0,0,The Watcher,0,0,0,"September 8, 2000",56,1,0,0,0,R,0,97,1,28946615
0,81,2000000,0,0,0,Higher Ground,0,0,0,"August 26, 2011",133,1,0,0,0,R,0,109,1,841733
1,2771,36000000,0,0,0,Hot Tub Time Machine,0,0,0,"March 26, 2010",77,1,0,0,0,R,0,100,0,50287556
0,2108,39000000,0,0,0,Shoot 'Em Up,0,0,0,"September 7, 2007",42,1,0,0,0,R,0,80,1,12807139
1,3571,125000000,0,0,0,Noah,0,1,0,"March 28, 2014",84,0,0,0,0,PG-13,0,138,0,101200044
0,3157,11000000,0,0,0,If I Stay,0,1,0,"August 22, 2014",77,0,0,0,0,PG-13,0,106,1,50474843
0,2711,22000000,1,0,0,The Prince and Me,0,0,0,"April 2, 2004",84,0,1,0,0,PG,0,111,0,28176497
0,6,3000000,0,0,0,Cape of Good Hope,0,1,0,"November 11, 2005",42,0,0,1,0,PG-13,0,107,0,26904
0,1630,11000000,0,0,0,The Secret Life of Bees,0,1,0,"October 17, 2008",133,0,0,1,0,PG-13,0,110,0,37770162
0,2775,25000000,0,0,0,Unaccompanied Minors,0,0,0,"December 8, 2006",91,0,1,1,0,PG,0,89,0,16655224
0,556,3500000,1,0,0,Whale Rider,0,1,0,"June 6, 2003",175,0,0,0,0,PG-13,0,101,0,20779666
0,103,7000000,0,0,0,Alone Yet Not Alone,0,1,0,"September 27, 2013",175,0,0,0,0,PG-13,0,103,1,887851
0,2712,15000,0,0,0,Paranormal Activity,0,0,0,"September 25, 2009",119,1,0,0,0,R,0,99,1,107918810
0,3037,35000000,1,0,0,Hot Pursuit,0,1,0,"May 8, 2015",84,0,0,0,0,PG-13,0,87,0,34580201
0,3399,58000000,1,0,0,The Internship,0,1,0,"June 7, 2013",98,0,0,0,0,PG-13,0,119,0,44672764
0,3816,200000000,1,0,0,Green Lantern,0,1,0,"June 17, 2011",105,0,0,0,0,PG-13,0,105,0,116601172
0,2986,70000000,0,0,0,Killer Elite,0,0,0,"September 23, 2011",56,1,0,0,0,R,0,100,1,25124966
0,2160,40000000,0,0,0,Delgo,0,0,0,"December 12, 2008",7,0,1,1,0,PG,0,90,0,694782
0,3455,60000000,0,0,0,ParaNorman,0,0,0,"August 17, 2012",140,0,1,0,0,PG,0,93,1,56003051
1,37,8000000,0,0,0,The Secret of Kells,0,0,0,"March 5, 2010",147,0,0,0,0,Unrated,1,75,0,676775
0,90,6800000,1,0,0,Incendies (U.S. only),0,0,0,"April 22, 2011",161,1,0,0,0,R,0,130,0,2071334
0,1905,6500000,1,0,0,Crash,0,0,0,"May 6, 2005",315,1,0,0,0,R,0,100,0,54580300
0,31,1000000,0,0,0,Circumstance,0,0,0,"August 26, 2011",112,1,0,0,0,R,0,107,1,454121
0,2055,16000000,1,0,0,People Like Us,0,1,0,"June 29, 2012",63,0,0,0,0,PG-13,0,115,0,12434778
0,2236,50000000,0,0,0,The Black Dahlia,0,0,0,"September 15, 2006",42,1,0,0,0,R,0,119,1,22545080
1,2124,20000000,0,0,0,Alone in the Dark,0,0,0,"January 28, 2005",21,1,0,0,0,R,0,96,0,5178569
1,2313,3500000,0,0,0,Dark Skies,0,1,0,"February 22, 2013",91,0,0,0,0,PG-13,0,97,0,17418667
1,2771,13000000,0,0,0,21 and Over,0,0,0,"March 1, 2013",77,1,0,0,0,R,0,93,0,25682380
0,2174,29000000,0,0,0,Serving Sara,0,1,0,"August 23, 2002",98,0,0,0,0,PG-13,0,100,1,16930185
0,967,10000000,0,0,0,Calendar Girls,0,1,0,"December 19, 2003",119,0,0,1,0,PG-13,0,108,0,31041759
1,354,18000000,0,0,0,The Last Station,0,0,0,"January 15, 2010",161,1,0,0,0,R,0,112,0,6617867
0,2606,30000000,1,0,0,My Sister's Keeper,0,1,0,"June 26, 2009",105,0,0,0,0,PG-13,0,106,0,49200230
1,2924,28000000,0,0,0,The Spy Next Door,0,0,0,"January 15, 2010",49,0,1,0,0,PG,0,92,0,24307086
0,3549,81000000,1,0,0,Bruce Almighty,0,1,0,"May 23, 2003",189,0,0,0,0,PG-13,0,101,0,242829261
0,486,1600000,0,0,0,N'Secure,0,0,0,"October 15, 2010",35,1,0,1,0,R,0,109,0,2595644
0,3555,24000000,0,0,0,Footloose (2011),0,1,0,"October 14, 2011",91,0,0,1,0,PG-13,0,113,0,51802742
0,968,12000000,0,1,0,Nebraska,1,0,0,"November 15, 2013",126,1,0,1,0,R,0,110,0,17654912
0,25,200000,0,0,0,Middle of Nowhere (2012),0,0,0,"October 12, 2012",63,1,0,1,0,R,0,97,0,236806
1,259,2000000,0,0,0,The Lives of Others,0,0,0,"February 9, 2007",217,1,0,0,0,R,0,137,0,11286112
0,60,12500000,0,0,0,Casino Jack,0,0,0,"December 17, 2010",112,1,0,1,0,R,0,108,0,1042959
0,3183,35000000,0,0,0,Bad News Bears,0,1,0,"July 22, 2005",70,0,0,0,0,PG-13,0,111,1,32868349
0,2870,20000000,1,0,0,Max (2015),0,0,0,"June 26, 2015",112,0,1,0,0,PG,0,111,0,42656255
0,810,17000000,0,0,0,The Apparition,0,1,0,"August 24, 2012",49,0,0,0,0,PG-13,0,82,1,4936819
0,3453,72000000,0,0,0,Signs,0,1,0,"August 2, 2002",189,0,0,0,0,PG-13,0,107,1,227966634
0,3948,180000000,1,0,0,Maleficent,0,0,0,"May 30, 2014",189,0,1,0,0,PG,0,97,0,241410378
0,3120,75000000,0,0,0,Immortals,0,0,0,"November 11, 2011",105,1,0,1,0,R,0,110,0,83504017
0,3773,165000000,0,0,0,Big Hero 6,0,0,0,"November 7, 2014",203,0,1,1,0,PG,0,108,0,222527828
0,2555,5000000,0,0,0,Our Idiot Brother,0,0,0,"August 26, 2011",91,1,0,0,0,R,0,90,1,24816118
0,2784,40000000,0,0,0,The Wicker Man,0,1,0,"September 1, 2006",77,0,0,0,0,PG-13,0,106,1,23649127
0,2613,80000000,1,0,0,Evolution,0,1,0,"June 8, 2001",77,0,0,0,0,PG-13,0,102,0,38345494
0,4070,75000000,0,0,0,Shark Tale,0,0,0,"October 1, 2004",98,0,1,1,0,PG,0,90,0,160861908
0,277,14000000,0,0,0,Bee Season,0,1,0,"November 11, 2005",84,0,0,1,0,PG-13,0,105,0,1180560
0,3534,100000000,1,0,0,Land of the Lost,0,1,0,"June 5, 2009",70,0,0,0,0,PG-13,0,93,0,49438370
0,3108,60000000,0,0,0,Eat Pray Love,0,1,0,"August 13, 2010",84,0,0,0,0,PG-13,0,133,1,80574010
1,9,10000000,0,0,0,The Good Guy,0,0,0,"February 19, 2010",35,1,0,0,0,R,0,90,0,100688
0,2466,28000000,0,0,0,Bring It On,0,1,0,"August 25, 2000",133,0,0,0,0,PG-13,0,98,1,68379000
1,32,3500000,0,0,0,Tamara,0,0,0,"February 3, 2006",91,1,0,0,0,R,0,98,0,206871
0,2635,60000000,0,0,0,Analyze That,0,0,0,"December 6, 2002",77,1,0,1,0,R,0,100,0,32130627
0,1438,16500000,0,0,0,The Illusionist,0,1,0,"August 18, 2006",182,0,0,0,0,PG-13,0,109,1,39868642
0,13,18000000,0,0,0,Renaissance,0,0,0,"September 22, 2006",28,1,0,0,0,R,0,105,1,70644
0,1501,27000000,0,0,0,Suspect Zero,0,0,0,"August 27, 2004",56,1,0,0,0,R,0,100,1,8725813
0,3778,140000000,0,0,0,Rush Hour 3,0,1,0,"August 10, 2007",98,0,0,0,0,PG-13,0,90,1,140125968
0,3003,50000000,0,0,0,The Judge,0,0,0,"October 10, 2014",98,1,0,1,0,R,0,141,0,47119388
0,52,42000000,1,0,0,Micmacs,0,0,0,"May 28, 2010",147,1,0,0,0,R,0,105,0,1262079
1,3208,25000000,0,0,0,The Grey,0,0,0,"January 27, 2012",84,1,0,0,0,R,0,117,0,51580236
0,3550,105000000,1,0,0,The Great Gatsby (2013),0,1,0,"May 10, 2013",105,0,0,0,0,PG-13,0,143,0,144840419
0,3222,60000000,0,0,0,Contagion,0,1,0,"September 9, 2011",98,0,0,0,0,PG-13,0,105,1,75658097
0,442,14000000,0,0,0,Flipped,0,0,0,"August 6, 2010",70,0,1,0,0,PG,0,90,1,1755212
0,1412,80000000,0,0,0,Nine,0,1,0,"December 18, 2009",91,0,0,1,0,PG-13,0,110,0,19676965
0,3602,69000000,0,0,0,Despicable Me,0,0,0,"July 9, 2010",196,0,1,0,0,PG,0,95,1,251513985
0,1961,40000000,1,0,0,Big Trouble,0,1,0,"April 5, 2002",77,0,0,0,0,PG-13,0,85,0,7267307
0,3005,39000000,0,0,0,Frankenweenie,0,0,0,"October 5, 2012",147,0,1,1,0,PG,0,87,0,35291068
1,3065,100000000,0,0,0,Hidalgo,0,1,0,"March 5, 2004",140,0,0,0,0,PG-13,0,136,0,67303450
0,6,10000000,1,0,0,Shade,0,0,0,"April 9, 2004",35,1,0,0,0,R,0,95,0,25032
1,2622,35000000,0,0,0,Broken City,0,0,0,"January 18, 2013",77,1,0,0,0,R,0,109,0,19701164
1,4060,165000000,0,0,0,How to Train Your Dragon,0,0,0,"March 26, 2010",119,0,1,0,0,PG,0,98,0,217581231
0,3026,135000000,0,0,0,Miami Vice,0,0,0,"July 28, 2006",70,1,0,0,0,R,0,146,1,63450470
0,1033,18000000,0,0,0,Anything Else,0,0,0,"September 19, 2003",28,1,0,0,0,R,0,108,1,3212310
1,2568,70000000,0,0,0,Blackhat,0,0,0,"January 16, 2015",21,1,0,0,0,R,0,135,0,7889395
0,1690,25000000,0,0,0,Blindness,0,0,0,"October 3, 2008",14,1,0,1,0,R,0,118,0,3351751
0,7,1500000,0,0,0,Forty Shades of Blue,0,0,0,"September 30, 2005",84,1,0,0,0,R,0,108,1,75828
1,2789,30000000,0,0,0,Sanctum,0,0,0,"February 4, 2011",28,1,0,0,0,R,0,103,0,23209310
0,3975,103000000,1,0,1,Rio 2,0,0,0,"April 11, 2014",147,0,0,0,0,G,0,101,0,131538435
0,20,5000000,0,0,0,The OH in Ohio,0,0,0,"July 14, 2006",91,1,0,0,0,R,0,91,1,418689
0,994,4000000,0,0,0,The Kids Are All Right,0,0,0,"July 9, 2010",105,1,0,0,0,R,0,106,1,20811365
0,3543,58000000,0,0,0,Just Like Heaven,0,1,0,"September 16, 2005",77,0,0,0,0,PG-13,0,95,1,48318130
1,2549,31000000,0,0,0,Extraordinary Measures,0,0,0,"January 22, 2010",21,0,1,0,0,PG,0,106,0,12068313
0,3325,65000000,1,0,0,Sex and the City,0,0,0,"May 30, 2008",112,1,0,0,0,R,0,135,0,152647258
0,2780,7000000,0,0,0,End of Watch,0,0,0,"September 21, 2012",119,1,0,0,0,R,0,109,1,41003371
0,2776,80000000,0,0,0,The Invasion,0,1,0,"August 17, 2007",56,0,0,0,0,PG-13,0,93,1,15074191
1,277,15000000,0,0,0,The Company Men,0,0,0,"January 21, 2011",119,1,0,0,0,R,0,105,0,4441272
0,3992,180000000,1,0,1,WALL-E,0,0,0,"June 27, 2008",196,0,0,0,0,G,0,97,0,223808164
0,2633,35000000,1,0,0,The Big Wedding,0,0,0,"April 26, 2013",70,1,0,0,0,R,0,89,0,21819348
0,2505,30000000,0,0,0,Must Love Dogs,0,1,0,"July 29, 2005",98,0,0,0,0,PG-13,0,98,1,43894863
0,2035,6600000,1,0,0,Jumping the Broom,0,1,0,"May 6, 2011",56,0,0,0,0,PG-13,0,113,0,37295394
1,1212,35000000,0,0,0,The Other Boleyn Girl,0,1,0,"February 29, 2008",56,0,0,0,0,PG-13,0,114,0,26814957
1,3477,80000000,0,0,0,The Pink Panther (2006),0,0,0,"February 10, 2006",70,0,1,0,0,PG,0,92,0,82226474
0,2375,90000000,0,0,0,Flags of Our Fathers,0,0,0,"October 20, 2006",56,1,0,1,0,R,0,132,0,33602376
0,2004,15000000,1,0,0,Ex Machina,0,0,0,"April 10, 2015",147,1,0,0,0,R,0,110,0,25442958
0,2840,75000000,1,0,0,Hollywood Homicide,0,1,0,"June 13, 2003",84,0,0,0,0,PG-13,0,111,0,30940691
0,1164,9000000,1,0,0,Gracie,0,1,0,"June 1, 2007",56,0,0,0,0,PG-13,0,95,0,2956339
0,3284,61000000,0,0,0,Gone Girl,0,0,0,"October 3, 2014",147,1,0,1,0,R,0,145,0,167767189
0,608,12000000,1,0,0,The Rover,0,0,0,"June 13, 2014",70,1,0,0,0,R,0,102,0,1114423
1,955,16000000,0,0,0,The Lookout,0,0,0,"March 30, 2007",35,1,0,0,0,R,0,98,0,4600585
0,2720,100000,0,0,0,The Gallows,0,0,0,"July 10, 2015",70,1,0,0,0,R,0,81,1,22764410
0,3742,150000000,0,0,0,Frozen,0,0,0,"November 22, 2013",238,0,1,1,0,PG,0,108,0,400738009
0,3553,98000000,1,0,0,The Mummy Returns,0,1,0,"May 4, 2001",154,0,0,0,0,PG-13,0,130,0,202019785
0,2820,62000000,1,0,0,U-571,0,1,0,"April 21, 2000",119,0,0,0,0,PG-13,0,117,0,77122415
0,2816,40000000,1,0,0,Made of Honor,0,1,0,"May 2, 2008",63,0,0,0,0,PG-13,0,101,0,46012734
1,2584,18000000,0,0,0,Labor Day,0,1,0,"January 31, 2014",49,0,0,0,0,PG-13,0,111,0,13371528
0,2904,35000000,1,0,0,Something Borrowed,0,1,0,"May 6, 2011",84,0,0,0,0,PG-13,0,103,0,39046489
0,1789,7000000,0,0,0,Beyond the Lights,0,1,0,"November 14, 2014",84,0,0,1,0,PG-13,0,116,0,14618727
0,1192,12600000,0,0,0,The Drop,0,0,0,"September 12, 2014",63,1,0,0,0,R,0,106,1,10724389
0,216,10000000,1,0,0,A Better Life,0,1,0,"June 24, 2011",70,0,0,0,0,PG-13,0,97,0,1759252
1,2364,50000000,0,0,0,The International,0,0,0,"February 13, 2009",42,1,0,0,0,R,0,118,0,25450527
0,3007,35000000,0,0,0,School for Scoundrels,0,1,0,"September 29, 2006",84,0,0,0,0,PG-13,0,100,1,17807569
0,2905,40000000,1,0,0,Jersey Boys,0,0,0,"June 20, 2014",98,1,0,0,0,R,0,134,0,47047013
1,2781,15000000,0,0,0,Mama,0,1,0,"January 18, 2013",77,0,0,0,0,PG-13,0,100,0,71628180
0,2995,16000000,0,0,0,The Women (2008),0,1,0,"September 12, 2008",70,0,0,0,0,PG-13,0,114,1,26902075
0,2525,50000000,0,0,0,Blood Work,0,0,0,"August 9, 2002",77,1,0,0,0,R,0,110,1,26235081
0,2566,18000000,0,0,0,John Tucker Must Die,0,1,0,"July 28, 2006",98,0,0,0,0,PG-13,0,87,1,41011711
1,1794,11000000,0,0,0,I Think I Love My Wife,0,0,0,"March 16, 2007",77,1,0,0,0,R,0,90,0,12550605
0,3188,103000000,1,0,0,Gladiator,1,0,0,"May 5, 2000",371,1,0,0,1,R,0,155,0,187705427
0,672,12500000,0,0,0,Conviction,0,0,0,"October 15, 2010",77,1,0,1,0,R,0,107,0,6783129
0,1872,18000000,0,0,0,I Love You Beth Cooper,0,1,0,"July 10, 2009",84,0,0,0,0,PG-13,0,102,1,14800725
0,3235,70000000,0,0,0,Lady in the Water,0,1,0,"July 21, 2006",70,0,0,0,0,PG-13,0,110,1,42285169
0,2088,26000000,0,0,0,Brothers,0,0,0,"December 4, 2009",49,1,0,1,0,R,0,110,0,28544157
0,3988,120000000,1,0,1,Cars,0,0,0,"June 9, 2006",133,0,0,0,0,G,0,116,0,244082982
0,41,6400000,1,0,0,Young Adam,0,0,1,"April 16, 2004",126,0,0,0,0,NC-17,0,93,0,767373
0,901,20000000,0,0,0,I Heart Huckabees,0,0,0,"October 1, 2004",147,1,0,1,0,R,0,106,0,12785432
0,3716,50000000,0,0,0,Planes,0,0,0,"August 9, 2013",133,0,1,0,0,PG,0,92,1,90288712
0,3472,60000000,1,0,0,Daddy Day Care,0,0,0,"May 9, 2003",175,0,1,0,0,PG,0,92,0,104297061
0,2645,40000000,1,0,0,The Lake House,0,0,0,"June 16, 2006",98,0,1,0,0,PG,0,105,0,52330111
0,2654,16000000,1,0,0,Road Trip,0,0,0,"May 19, 2000",112,1,0,0,0,R,0,94,0,68540777
0,3792,160000000,0,0,0,Inception,0,1,0,"July 16, 2010",175,0,0,0,0,PG-13,0,148,1,292576195
1,3548,80000000,0,0,0,Just Go With It,0,1,0,"February 11, 2011",98,0,0,0,0,PG-13,0,110,0,103028109
1,3117,150000000,0,0,0,Mars Needs Moms,0,0,0,"March 11, 2011",105,0,1,0,0,PG,0,88,0,21392758
0,1520,55000000,0,0,0,All the King's Men,0,1,0,"September 22, 2006",28,0,0,0,0,PG-13,0,141,1,7221458
1,2805,38000000,0,0,0,Cursed,0,1,0,"February 25, 2005",77,0,0,0,0,PG-13,0,96,0,19297522
1,2363,14000000,0,0,0,Head Over Heels,0,1,0,"February 2, 2001",35,0,0,0,0,PG-13,0,87,0,10424470
0,920,80000000,0,0,0,The Great Raid,0,0,0,"August 12, 2005",70,1,0,0,0,R,0,132,1,10167373
0,5,350000,1,0,0,Royal Kill,0,1,0,"April 10, 2009",21,0,0,0,0,PG-13,0,90,0,50090
0,39,12000000,1,0,0,Ondine,0,1,0,"June 4, 2010",119,0,0,0,0,PG-13,0,102,0,550472
1,2831,20000000,0,0,0,Premonition,0,1,0,"March 16, 2007",49,0,0,0,0,PG-13,0,110,0,47852604
0,4136,130000000,1,0,0,Kung Fu Panda,0,0,0,"June 6, 2008",126,0,1,0,0,PG,0,91,0,215434591
0,3949,130000000,0,0,0,Megamind,0,0,0,"November 5, 2010",112,0,1,1,0,PG,0,96,0,148415853
0,1214,2000000,0,0,0,Courageous,0,1,0,"September 30, 2011",119,0,0,0,0,PG-13,0,130,1,34522221
0,3654,82000000,1,0,0,The Longest Yard,0,1,0,"May 27, 2005",133,0,0,0,0,PG-13,0,109,0,158119460
1,2155,13000000,0,0,0,The Astronaut Farmer,0,0,0,"February 23, 2007",63,0,1,0,0,PG,0,104,0,11003643
1,3245,70000000,0,0,0,The Pink Panther 2,0,0,0,"February 6, 2009",49,0,1,0,0,PG,0,92,0,35922978
1,2759,30000000,0,0,0,The Number 23,0,0,0,"February 23, 2007",35,1,0,0,0,R,0,95,0,35193167
1,2742,24000000,0,0,0,Old School,0,0,0,"February 21, 2003",119,1,0,0,0,R,0,91,0,75585093
0,3544,110000000,1,0,0,The A-Team,0,1,0,"June 11, 2010",98,0,0,0,0,PG-13,0,117,0,77222099
0,2949,4000000,0,0,0,Saw II,0,0,0,"October 28, 2005",70,1,0,1,0,R,0,91,0,87039965
1,3078,70000000,0,0,0,Underworld Awakening,0,0,0,"January 20, 2012",49,1,0,0,0,R,0,88,0,62321039
0,2479,8000000,0,0,0,50/50,0,0,0,"September 30, 2011",91,1,0,0,0,R,0,99,1,35014192
0,2815,37000000,1,0,0,Aloha,0,1,0,"May 29, 2015",63,0,0,0,0,PG-13,0,105,0,21067116
0,1622,42000000,0,0,0,The Warrior's Way,0,0,0,"December 3, 2010",63,1,0,1,0,R,0,100,0,5666340
1,3184,25000000,0,0,0,Taken,0,1,0,"January 30, 2009",161,0,0,0,0,PG-13,0,93,0,145000989
0,1701,18000000,0,0,0,Under the Tuscan Sun,0,1,0,"September 26, 2003",133,0,0,0,0,PG-13,0,113,1,43610723
0,3155,40000000,0,0,0,Final Destination 5,0,0,0,"August 12, 2011",63,1,0,0,0,R,0,95,1,42587643
0,3011,60000000,0,0,0,Meet Dave,0,0,0,"July 11, 2008",91,0,1,0,0,PG,0,90,1,11803254
0,2899,5000000,0,0,0,Ouija,0,1,0,"October 24, 2014",56,0,0,1,0,PG-13,0,89,0,50856010
0,4115,200000000,1,0,1,Cars 2,0,0,0,"June 24, 2011",175,0,0,0,0,G,0,113,0,191452396
0,3963,150000000,1,0,0,Thor,0,1,0,"May 6, 2011",112,0,0,0,0,PG-13,0,115,0,181030624
0,4404,250000000,0,0,0,The Dark Knight Rises,0,1,0,"July 20, 2012",147,0,0,0,0,PG-13,0,165,1,448139099
0,4164,185000000,1,0,0,Brave,0,0,0,"June 22, 2012",210,0,1,0,0,PG,0,100,0,237283207
0,3656,36000000,0,0,0,Dolphin Tale 2,0,0,0,"September 12, 2014",98,0,1,0,0,PG,0,107,1,42024533
1,3261,40000000,0,0,0,Big Momma's House 2,0,1,0,"January 27, 2006",126,0,0,0,0,PG-13,0,99,0,70165972
0,1607,26000000,1,0,0,Redline,0,1,0,"April 13, 2007",42,0,0,0,0,PG-13,0,95,0,6881022
0,3108,45000000,0,0,0,Aliens in the Attic,0,0,0,"July 31, 2009",119,0,1,0,0,PG,0,86,1,25200412
1,4137,78000000,0,0,0,The Hunger Games,0,1,0,"March 23, 2012",168,0,0,0,0,PG-13,0,142,0,408010692
0,3451,110000000,1,0,0,Mr. & Mrs. Smith,0,1,0,"June 10, 2005",189,0,0,0,0,PG-13,0,115,0,186336279
0,2469,20000000,1,0,0,Street Kings,0,0,0,"April 11, 2008",98,1,0,0,0,R,0,107,0,26418667
0,1060,3000000,1,0,0,Phat Girlz,0,1,0,"April 7, 2006",98,0,0,0,0,PG-13,0,99,0,7061128
0,2608,62000000,0,0,0,Aeon Flux,0,1,0,"December 2, 2005",70,0,0,1,0,PG-13,0,95,0,25874337
0,2848,25000000,0,0,0,Shark Night 3D,0,1,0,"September 2, 2011",84,0,0,0,0,PG-13,0,95,1,18877153
0,219,56600000,0,0,0,A Very Long Engagement,0,0,0,"November 26, 2004",112,1,0,1,0,R,0,134,0,6524389
0,3083,35000000,1,0,0,Nacho Libre,0,0,0,"June 16, 2006",84,0,1,0,0,PG,0,100,0,80197993
0,3438,79000000,0,0,0,Jack and Jill,0,0,0,"November 11, 2011",112,0,1,1,0,PG,0,91,0,74158157
1,3280,65000000,0,0,0,300,0,0,0,"March 9, 2007",126,1,0,0,0,R,0,117,0,210614939
0,7,6000000,0,0,0,Mini's First Time,0,0,0,"July 14, 2006",98,1,0,0,0,R,0,91,1,49034
0,3306,40000000,1,0,0,The Other Woman (2014),0,1,0,"April 25, 2014",112,0,0,0,0,PG-13,0,109,0,83911193
0,987,12000000,0,0,0,Young Adult,0,0,0,"December 9, 2011",77,1,0,1,0,R,0,94,0,16311571
0,3545,35000000,1,0,0,The Hangover,0,0,0,"June 5, 2009",196,1,0,0,0,R,0,96,0,277322503
0,3736,55000000,0,0,0,Free Birds,0,0,0,"November 1, 2013",140,0,1,1,0,PG,0,90,0,55750480
0,131,5000000,0,0,0,Rabbit Hole,0,1,0,"December 17, 2010",112,0,0,1,0,PG-13,0,92,0,2229058
0,3003,25000000,0,0,0,The Giver,0,1,0,"August 15, 2014",119,0,0,0,0,PG-13,0,91,1,45090374
0,2988,39000000,0,0,0,The Time Traveler's Wife,0,1,0,"August 14, 2009",112,0,0,0,0,PG-13,0,108,1,63414846
0,143,2000000,0,0,0,Death of a President,0,0,0,"October 27, 2006",14,1,0,1,0,R,0,90,0,519086
0,3381,33000000,0,0,0,Elf,0,0,0,"November 7, 2003",119,0,1,1,0,PG,0,95,0,173398518
0,472,17000000,0,0,0,Veronica Guerin,0,0,0,"October 17, 2003",49,1,0,1,0,R,0,94,0,1571504
0,2541,35000000,0,0,0,Alex Cross,0,1,0,"October 19, 2012",77,0,0,1,0,PG-13,0,101,0,25888412
0,2767,100000000,0,0,0,Bicentennial Man,0,0,0,"December 17, 1999",168,0,1,1,0,PG,0,131,0,58223861
0,6,8000000,0,0,0,10th & Wolf,0,0,0,"August 18, 2006",28,1,0,0,0,R,0,110,1,54702
0,3157,30000000,0,0,0,American Pie 2,0,0,0,"August 10, 2001",133,1,0,0,0,R,0,104,1,145103595
0,2542,50000000,0,0,0,Shall We Dance,0,1,0,"October 15, 2004",133,0,0,1,0,PG-13,0,95,0,57890460
0,3505,56000000,0,0,0,New Year's Eve,0,1,0,"December 9, 2011",77,0,0,1,0,PG-13,0,117,0,54544638
0,3614,80000000,0,0,0,Eagle Eye,0,1,0,"September 26, 2008",105,0,0,0,0,PG-13,0,118,1,101440743
0,47,1000000,0,0,0,Sweet Land,0,0,0,"October 13, 2006",273,0,1,1,0,PG,0,110,0,1706325
0,3276,40000000,1,0,0,Arthur (2011),0,1,0,"April 8, 2011",63,0,0,0,0,PG-13,0,110,0,33035397
0,3697,150000000,0,0,0,G-Force,0,0,0,"July 24, 2009",133,0,1,0,0,PG,0,90,1,119436770
0,2819,60000000,0,0,0,After the Sunset,0,1,0,"November 12, 2004",84,0,0,1,0,PG-13,0,98,0,28331233
0,3501,200000000,0,0,0,Quantum of Solace,0,1,0,"November 14, 2008",77,0,0,1,0,PG-13,0,106,0,168368427
0,3771,160000000,1,0,0,Fast & Furious 6,0,1,0,"May 24, 2013",105,0,0,0,0,PG-13,0,130,0,238679850
0,3963,130000000,0,0,0,Puss in Boots,0,0,0,"October 28, 2011",126,0,1,1,0,PG,0,90,0,149260504
0,2503,5000000,0,0,0,The Gift (2015),0,0,0,"August 7, 2015",63,1,0,0,0,R,0,108,1,43787265
1,1253,15000000,0,0,0,Black Snake Moan,0,0,0,"March 2, 2007",84,1,0,0,0,R,0,116,0,9396870
0,2572,25000000,0,0,0,My Soul to Take,0,0,0,"October 8, 2010",28,1,0,1,0,R,0,107,0,14744435
0,1887,16000000,0,0,0,Left Behind (2014),0,1,0,"October 3, 2014",70,0,0,1,0,PG-13,0,105,0,14019924
1,2722,52000000,0,0,0,From Paris with Love,0,0,0,"February 5, 2010",35,1,0,0,0,R,0,95,0,24077427
